Strategy,Date,From State,To State,From Asset,To Asset,Trade,Whipsaw,Duration Days,Exit Timing,Re-entry Timing,Downside Avoided,Transition Quality
A-RVol v3 (NASDAQ),2017-07-25,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,17,,,,70.25384722123432
A-RVol v3 (NASDAQ),2017-08-17,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ),2017-08-18,MODERATE,DEFENSIVE,QLD,TLT,True,False,14,-0.02491500692834092,,-0.016346695374569342,78.31793479856464
A-RVol v3 (NASDAQ),2017-09-08,DEFENSIVE,MODERATE,TLT,QLD,True,False,10,,0.0,,81.94254825347046
A-RVol v3 (NASDAQ),2017-09-22,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,83.18518408904244
A-RVol v3 (NASDAQ),2017-10-27,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,82.58960699589429
A-RVol v3 (NASDAQ),2017-11-17,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,10,,,,83.03520160684181
A-RVol v3 (NASDAQ),2017-12-04,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,86.52271145381853
A-RVol v3 (NASDAQ),2017-12-26,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,26,,,,96.85456230398574
A-RVol v3 (NASDAQ),2018-02-02,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ),2018-02-05,MODERATE,DEFENSIVE,QLD,TLT,True,False,69,-0.02204400257707484,,-0.005544908202717691,77.79831234696843
A-RVol v3 (NASDAQ),2018-05-15,DEFENSIVE,MODERATE,TLT,QLD,True,True,2,,0.0,,
A-RVol v3 (NASDAQ),2018-05-17,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,38,,,,90.45290892120013
A-RVol v3 (NASDAQ),2018-07-12,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,5,,,,
A-RVol v3 (NASDAQ),2018-07-19,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,58,,,,72.53327149430721
A-RVol v3 (NASDAQ),2018-10-10,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ),2018-10-11,MODERATE,DEFENSIVE,QLD,TLT,True,False,10,-0.07476955592912138,,-0.14085664529233777,82.29618491189245
A-RVol v3 (NASDAQ),2018-10-25,DEFENSIVE,MODERATE,TLT,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ),2018-10-26,MODERATE,DEFENSIVE,QLD,TLT,True,False,63,0.0049620370916891865,,0.0,80.0
A-RVol v3 (NASDAQ),2019-01-30,DEFENSIVE,MODERATE,TLT,QLD,True,False,31,,0.0,,86.92307932055567
A-RVol v3 (NASDAQ),2019-03-15,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,40,,,,89.84801223972926
A-RVol v3 (NASDAQ),2019-05-13,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,9,,,,80.4540868701881
A-RVol v3 (NASDAQ),2019-05-24,MODERATE,DEFENSIVE,QLD,TLT,True,False,7,-0.06402783309197513,,0.0,72.31666002896299
A-RVol v3 (NASDAQ),2019-06-05,DEFENSIVE,MODERATE,TLT,QLD,True,False,17,,0.0,,90.01754599862046
A-RVol v3 (NASDAQ),2019-06-28,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,89.9076885175291
A-RVol v3 (NASDAQ),2019-08-05,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,9,,,,83.22082075878626
A-RVol v3 (NASDAQ),2019-08-16,MODERATE,DEFENSIVE,QLD,TLT,True,False,13,0.03025303438789062,,-0.07927450120089974,86.34196009607197
A-RVol v3 (NASDAQ),2019-09-05,DEFENSIVE,MODERATE,TLT,QLD,True,False,7,,0.011865121555763247,,79.65856268010175
A-RVol v3 (NASDAQ),2019-09-16,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,19,,,,63.48733784007507
A-RVol v3 (NASDAQ),2019-10-11,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,10,,,,80.50197296941644
A-RVol v3 (NASDAQ),2019-10-25,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,68,,,,87.52579782497813
A-RVol v3 (NASDAQ),2020-02-04,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,13,,,,86.76714580621325
A-RVol v3 (NASDAQ),2020-02-24,MODERATE,DEFENSIVE,QLD,TLT,True,False,61,0.033999509817325135,,-0.022023719953043752,81.7618975962435
A-RVol v3 (NASDAQ),2020-05-20,DEFENSIVE,MODERATE,TLT,QLD,True,False,14,,0.022519687238208075,,79.70021521247348
A-RVol v3 (NASDAQ),2020-06-10,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,1,,,,
A-RVol v3 (NASDAQ),2020-06-11,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,12,,,,88.6006096468688
A-RVol v3 (NASDAQ),2020-06-29,MODERATE,DEFENSIVE,QLD,TLT,True,True,3,0.013535700720441524,,0.0,80.0
A-RVol v3 (NASDAQ),2020-07-02,DEFENSIVE,MODERATE,TLT,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ),2020-07-06,MODERATE,DEFENSIVE,QLD,TLT,True,True,1,-0.0141536412571458,,-0.011775027487504919,79.2435652481429
A-RVol v3 (NASDAQ),2020-07-07,DEFENSIVE,MODERATE,TLT,QLD,True,False,40,,0.011915330835617022,,86.98776750051547
A-RVol v3 (NASDAQ),2020-09-01,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,2,,,,
A-RVol v3 (NASDAQ),2020-09-03,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,3,,,,
A-RVol v3 (NASDAQ),2020-09-09,MODERATE,DEFENSIVE,QLD,TLT,True,False,32,-0.06503272713655905,,-0.10704957275853666,80.76003856429585
A-RVol v3 (NASDAQ),2020-10-23,DEFENSIVE,MODERATE,TLT,QLD,True,False,27,,0.11988299629268151,,70.66051576329275
A-RVol v3 (NASDAQ),2020-12-02,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,31,,,,84.89892698272382
A-RVol v3 (NASDAQ),2021-01-19,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,31,,,,87.08433496271061
A-RVol v3 (NASDAQ),2021-03-04,MODERATE,DEFENSIVE,QLD,TLT,True,True,3,-0.08066903641373091,,-0.005974610846309014,70.79768449805701
A-RVol v3 (NASDAQ),2021-03-09,DEFENSIVE,MODERATE,TLT,QLD,True,True,2,,0.006010521372493027,,
A-RVol v3 (NASDAQ),2021-03-11,MODERATE,DEFENSIVE,QLD,TLT,True,False,13,-0.046486224337209614,,0.0,74.42165307953485
A-RVol v3 (NASDAQ),2021-03-30,DEFENSIVE,MODERATE,TLT,QLD,True,False,26,,0.0,,92.60015117363142
A-RVol v3 (NASDAQ),2021-05-06,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,4,,,,
A-RVol v3 (NASDAQ),2021-05-12,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,18,,,,88.73434740372585
A-RVol v3 (NASDAQ),2021-06-08,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,82,,,,98.44981327380545
A-RVol v3 (NASDAQ),2021-10-04,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,89.20074609011249
A-RVol v3 (NASDAQ),2021-10-25,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,26,,,,94.00771065072868
A-RVol v3 (NASDAQ),2021-12-01,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,4,,,,
A-RVol v3 (NASDAQ),2021-12-07,MODERATE,DEFENSIVE,QLD,TLT,True,False,173,-0.004675138495389031,,-0.22842737753874864,97.7131735836532
A-RVol v3 (NASDAQ),2022-08-16,DEFENSIVE,MODERATE,TLT,QLD,True,True,4,,0.06012533439111323,,
A-RVol v3 (NASDAQ),2022-08-22,MODERATE,DEFENSIVE,QLD,TLT,True,False,72,-0.007910696428408248,,-0.2132206422717301,96.10836781032941
A-RVol v3 (NASDAQ),2022-12-02,DEFENSIVE,MODERATE,TLT,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ),2022-12-05,MODERATE,DEFENSIVE,QLD,TLT,True,False,24,0.016911842892923357,,0.0,80.0
A-RVol v3 (NASDAQ),2023-01-10,DEFENSIVE,MODERATE,TLT,QLD,True,False,69,,0.0,,98.40783456308176
A-RVol v3 (NASDAQ),2023-04-20,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,13,,,,74.8808256881843
A-RVol v3 (NASDAQ),2023-05-09,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,28,,,,93.37385718440012
A-RVol v3 (NASDAQ),2023-06-20,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,5,,,,
A-RVol v3 (NASDAQ),2023-06-27,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,14,,,,83.61411383182691
A-RVol v3 (NASDAQ),2023-07-18,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,11,,,,67.44734211136422
A-RVol v3 (NASDAQ),2023-08-02,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,12,,,,65.74676821632514
A-RVol v3 (NASDAQ),2023-08-18,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,7,,,,83.60440266783124
A-RVol v3 (NASDAQ),2023-08-29,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,76.47251098032484
A-RVol v3 (NASDAQ),2023-09-20,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,66.39002399432106
A-RVol v3 (NASDAQ),2023-10-25,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,26,,,,93.57182701619308
A-RVol v3 (NASDAQ),2023-12-01,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,55,,,,84.18739762636275
A-RVol v3 (NASDAQ),2024-02-22,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,25,,,,79.36487966823123
A-RVol v3 (NASDAQ),2024-03-28,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,16,,,,48.49407776486892
A-RVol v3 (NASDAQ),2024-04-22,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,21,,,,93.741769416214
A-RVol v3 (NASDAQ),2024-05-21,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,38,,,,89.11899258248023
A-RVol v3 (NASDAQ),2024-07-17,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,5,,,,
A-RVol v3 (NASDAQ),2024-07-24,MODERATE,DEFENSIVE,QLD,TLT,True,False,46,-0.011736969917751638,,-0.02345300231320946,80.46780379492655
A-RVol v3 (NASDAQ),2024-09-27,DEFENSIVE,MODERATE,TLT,QLD,True,True,3,,0.02401625561162346,,
A-RVol v3 (NASDAQ),2024-10-02,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,86.0269018621324
A-RVol v3 (NASDAQ),2024-11-06,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,77.18827790031085
A-RVol v3 (NASDAQ),2024-11-27,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,14,,,,89.87930561129747
A-RVol v3 (NASDAQ),2024-12-18,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,39,,,,78.28175677500705
A-RVol v3 (NASDAQ),2025-02-18,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,7,,,,48.95554532264611
A-RVol v3 (NASDAQ),2025-02-27,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,2,,,,
A-RVol v3 (NASDAQ),2025-03-03,MODERATE,DEFENSIVE,QLD,TLT,True,False,10,-0.08064675991978099,,-0.2651946818995343,90.32238880962629
A-RVol v3 (NASDAQ),2025-03-17,DEFENSIVE,MODERATE,TLT,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ),2025-03-18,MODERATE,DEFENSIVE,QLD,TLT,True,False,36,-0.0032072053368702447,,-0.0017159857728881178,79.75241422140661
A-RVol v3 (NASDAQ),2025-05-08,DEFENSIVE,MODERATE,TLT,QLD,True,False,18,,0.001718935441650471,,90.0211046811142
A-RVol v3 (NASDAQ),2025-06-04,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,90,,,,89.24422847186922
A-RVol v3 (NASDAQ),2025-10-13,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,28,,,,85.19712101739312
A-RVol v3 (NASDAQ),2025-11-20,MODERATE,DEFENSIVE,QLD,TLT,True,True,3,-0.044338973311065066,,-0.032081859879867336,77.24587199306157
A-RVol v3 (NASDAQ),2025-11-25,DEFENSIVE,MODERATE,TLT,QLD,True,False,14,,0.0,,84.77628643701493
A-RVol v3 (NASDAQ),2025-12-16,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,35,,,,76.97964107296926
A-RVol v3 (NASDAQ),2026-02-06,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,34,,,,74.29777267957476
A-RVol v3 (NASDAQ),2026-03-27,MODERATE,DEFENSIVE,QLD,TLT,True,False,15,-0.005995166376150163,,-0.007866728273715484,79.90991829675922
A-RVol v3 (NASDAQ),2026-04-20,DEFENSIVE,MODERATE,TLT,QLD,True,False,31,,0.007929104383353147,,93.65975756614208
A-RVol v3 (NASDAQ),2026-06-03,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,2,,,,
A-RVol v3 (NASDAQ),2026-06-05,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ),2026-06-08,MODERATE,DEFENSIVE,QLD,TLT,True,False,34,-0.12221854816547784,,-0.040682586914321694,68.5883811732884
A-RVol v3 (NASDAQ),2026-07-28,DEFENSIVE,MODERATE,TLT,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ),2026-07-29,MODERATE,DEFENSIVE,QLD,TLT,True,True,4,0.036198538676287306,,-0.025200106577662695,82.01600852621301
A-RVol v3 (NASDAQ),2026-08-04,DEFENSIVE,MODERATE,TLT,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ),2026-08-05,MODERATE,DEFENSIVE,QLD,TLT,True,False,8,,,,
A-RVol v3 (NASDAQ 2-State),1993-02-16,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State),1993-02-17,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,6,-0.13353979999244625,,-0.04010018437123064,67.1832387506049
A-RVol v3 (NASDAQ 2-State),1993-02-25,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,3,,0.023050034808925757,,
A-RVol v3 (NASDAQ 2-State),1993-03-02,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,198,-0.1385690113732324,,0.0,63.37171863521211
A-RVol v3 (NASDAQ 2-State),1993-12-14,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,6,,0.0,,83.4527332999908
A-RVol v3 (NASDAQ 2-State),1993-12-22,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,69,,,,
A-RVol v3 (NASDAQ 2-State),1994-04-04,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State),1994-04-05,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,29,-0.13896270783456433,,0.0,63.32447505985228
A-RVol v3 (NASDAQ 2-State),1994-05-17,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,27,,0.0,,92.46053289212571
A-RVol v3 (NASDAQ 2-State),1994-06-24,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,14,-0.0162576004002154,,-0.06374475828618376,83.14866861486885
A-RVol v3 (NASDAQ 2-State),1994-07-15,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,28,,0.06808480790932503,,77.27912085137703
A-RVol v3 (NASDAQ 2-State),1994-08-24,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State),1994-09-15,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,30,,,,
A-RVol v3 (NASDAQ 2-State),1994-10-28,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,16,,,,
A-RVol v3 (NASDAQ 2-State),1994-11-22,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,35,,,,
A-RVol v3 (NASDAQ 2-State),1995-01-13,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,93,,,,
A-RVol v3 (NASDAQ 2-State),1995-05-30,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State),1995-06-20,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,5,,,,
A-RVol v3 (NASDAQ 2-State),1995-06-27,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,9,,,,
A-RVol v3 (NASDAQ 2-State),1995-07-11,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,54,-0.1351956562703236,,-0.18031976901099311,78.20210276844062
A-RVol v3 (NASDAQ 2-State),1995-09-26,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,6,,0.048969561236433146,,70.38897335903064
A-RVol v3 (NASDAQ 2-State),1995-10-04,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,5,-0.12473293201838676,,-0.02527327207327923,67.05390992365594
A-RVol v3 (NASDAQ 2-State),1995-10-12,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State),1995-10-13,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,77,0.0665901307247474,,-0.08285443401862413,86.62835472148993
A-RVol v3 (NASDAQ 2-State),1996-02-05,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,47,,0.09033945874226323,,72.77064814210533
A-RVol v3 (NASDAQ 2-State),1996-04-12,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,14,,,,
A-RVol v3 (NASDAQ 2-State),1996-05-02,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State),1996-05-23,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State),1996-07-01,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,3,,,,
A-RVol v3 (NASDAQ 2-State),1996-07-05,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,8,-0.21655175736124166,,-0.15741499912771062,66.60698904686785
A-RVol v3 (NASDAQ 2-State),1996-07-17,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,4,,0.03964957938044611,,
A-RVol v3 (NASDAQ 2-State),1996-07-23,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,3,-0.060421504315858576,,-0.0615090579374602,77.67014411709378
A-RVol v3 (NASDAQ 2-State),1996-07-26,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State),1996-07-29,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,11,-0.05993076428656641,,-0.08638379718643252,79.71901206052664
A-RVol v3 (NASDAQ 2-State),1996-08-13,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,140,,0.09455151618415436,,71.62172627704312
A-RVol v3 (NASDAQ 2-State),1997-03-07,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,13,-0.03200883613557992,,-0.17612639412044961,90.24905119336637
A-RVol v3 (NASDAQ 2-State),1997-03-26,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,2,,0.06018137520690359,,
A-RVol v3 (NASDAQ 2-State),1997-03-31,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,4,-0.052845342782327,,-0.12050136369065179,83.2986679613729
A-RVol v3 (NASDAQ 2-State),1997-04-04,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,5,,0.038038681921886086,,
A-RVol v3 (NASDAQ 2-State),1997-04-11,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,30,0.025537894231099756,,-0.1203713318943197,89.62970655154558
A-RVol v3 (NASDAQ 2-State),1997-05-23,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,106,,0.13684334794765696,,64.29212000527441
A-RVol v3 (NASDAQ 2-State),1997-10-24,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,2,-0.24354348208557064,,-0.19350102191144147,66.25486390264683
A-RVol v3 (NASDAQ 2-State),1997-10-28,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State),1997-10-29,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,45,-0.033342129597695225,,-0.14831228772310012,87.86392746612458
A-RVol v3 (NASDAQ 2-State),1998-01-06,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,58,,0.17413928319642236,,79.10328601642931
A-RVol v3 (NASDAQ 2-State),1998-03-31,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,5,,,,
A-RVol v3 (NASDAQ 2-State),1998-04-07,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,99,,,,
A-RVol v3 (NASDAQ 2-State),1998-08-27,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,3,-0.39127520679511674,,-0.025622896031407216,35.09680686709857
A-RVol v3 (NASDAQ 2-State),1998-09-01,DEFENSIVE,MODERATE,TLT,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State),1998-09-02,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,47,0.019655087514817593,,-0.026389227873777843,82.11113822990222
A-RVol v3 (NASDAQ 2-State),1998-11-10,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,16,,0.02710449455704733,,96.74746065315432
A-RVol v3 (NASDAQ 2-State),1998-12-04,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,21,0.09563822637049757,,-0.09304945543168353,87.44395643453468
A-RVol v3 (NASDAQ 2-State),1999-01-06,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,13,,0.10259595298657942,,65.83330087125866
A-RVol v3 (NASDAQ 2-State),1999-01-26,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,113,0.03218928294844203,,-0.22541935639816568,98.03354851185327
A-RVol v3 (NASDAQ 2-State),1999-07-08,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,69,,0.2910211586878233,,50.41872440272559
A-RVol v3 (NASDAQ 2-State),1999-10-15,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,15,0.057861379373630895,,0.0,80.0
A-RVol v3 (NASDAQ 2-State),1999-11-05,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,39,,0.0,,100.0
A-RVol v3 (NASDAQ 2-State),2000-01-04,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,162,0.039929505738220294,,-0.27607457356038645,100.0
A-RVol v3 (NASDAQ 2-State),2000-08-24,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,17,,0.38135775243890446,,41.806245798610746
A-RVol v3 (NASDAQ 2-State),2000-09-19,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,642,0.051609766871538953,,-0.053846281356629055,84.30770250853033
A-RVol v3 (NASDAQ 2-State),2003-04-22,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,89,,0.05691071154255534,,83.94162956274052
A-RVol v3 (NASDAQ 2-State),2003-08-27,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,13,,,,
A-RVol v3 (NASDAQ 2-State),2003-09-16,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,76,,,,
A-RVol v3 (NASDAQ 2-State),2004-01-07,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,24,,,,
A-RVol v3 (NASDAQ 2-State),2004-02-11,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,12,,,,
A-RVol v3 (NASDAQ 2-State),2004-03-01,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,10,,,,
A-RVol v3 (NASDAQ 2-State),2004-03-15,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,4,,,,
A-RVol v3 (NASDAQ 2-State),2004-03-19,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,4,-0.019703676823605742,,-0.02219725060690858,79.41133882972
A-RVol v3 (NASDAQ 2-State),2004-03-25,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,45,,0.022701153807029195,,88.5793199442306
A-RVol v3 (NASDAQ 2-State),2004-05-28,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,16,,,,
A-RVol v3 (NASDAQ 2-State),2004-06-23,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,19,,,,
A-RVol v3 (NASDAQ 2-State),2004-07-21,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,20,-0.04340692489153519,,-0.02327149275871543,76.652888433713
A-RVol v3 (NASDAQ 2-State),2004-08-18,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,59,,0.023825958376544554,,86.17639605919365
A-RVol v3 (NASDAQ 2-State),2004-11-12,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,57,,,,
A-RVol v3 (NASDAQ 2-State),2005-02-04,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State),2005-03-15,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State),2005-04-21,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,20,,,,
A-RVol v3 (NASDAQ 2-State),2005-05-19,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,108,,,,
A-RVol v3 (NASDAQ 2-State),2005-10-24,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,17,,,,
A-RVol v3 (NASDAQ 2-State),2005-11-17,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,33,,,,
A-RVol v3 (NASDAQ 2-State),2006-01-06,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,9,,,,
A-RVol v3 (NASDAQ 2-State),2006-01-20,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,15,-0.09015906749718172,,-0.04535088734244086,72.80898288773346
A-RVol v3 (NASDAQ 2-State),2006-02-10,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,30,,0.047505294606300597,,78.40280042374498
A-RVol v3 (NASDAQ 2-State),2006-03-27,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,44,,,,
A-RVol v3 (NASDAQ 2-State),2006-05-30,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,2,,,,
A-RVol v3 (NASDAQ 2-State),2006-06-01,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,51,-0.036478336945075185,,0.0,75.62259956659098
A-RVol v3 (NASDAQ 2-State),2006-08-14,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,22,,0.0,,99.3884519262823
A-RVol v3 (NASDAQ 2-State),2006-09-14,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,111,,,,
A-RVol v3 (NASDAQ 2-State),2007-02-27,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State),2007-02-28,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,14,0.014886213420662653,,0.0,80.0
A-RVol v3 (NASDAQ 2-State),2007-03-20,DEFENSIVE,MODERATE,TLT,TQQQ,True,False,10,,0.0,,82.77192109739684
A-RVol v3 (NASDAQ 2-State),2007-04-03,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,82,,,,
A-RVol v3 (NASDAQ 2-State),2007-07-31,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
